0.010108779	1.12	0.029933259	0.000325387
0.011011347	1.002864407	0.023539861	0.000356035
0.012094429	0.975314662	0.020470659	0.000389051
0.012996996	0.946331429	0.017509651	0.000421267
0.014080077	0.955286885	0.015977021	0.00045428
0.014982643	0.737457671	0.009091262	0.000486501
0.016065723	0.374877075	0.005863183	0.000519511
0.016968288	0.302021909	0.00496521	0.000550162
0.019134443	0.18924053	0.003418211	0.000617757
0.021120082	0.124241767	0.00241212	0.00068142
0.023105719	0.125731925	0.002193369	0.00074665
0.025091351	0.128061406	0.001998278	0.000811881
0.02707698	0.140397119	0.001900733	0.000875543
0.029062605	0.172158048	0.001950306	0.000940775
0.031048226	0.290945732	0.002336932	0.001004436
0.033033842	0.914259763	0.003894347	0.001069668
0.035019453	0.924318619	0.003652663	0.0011349
0.03700506	0.774711199	0.003161376	0.00119856
0.03899066	0.114925706	0.001147537	0.001263792
0.040976255	0.035688529	0.00060489	0.001327452
0.042961844	0.012952181	0.000348787	0.001392683
0.045127934	0.005612564	0.000219301	0.001460273
0.047113509	0.002474793	9.85981E-05	0.001523933
0.049099078	0.001317737	6.89735E-05	0.001589163
0.051084639	0.000747562	4.97271E-05	0.001652823
0.053070192	0.000446818	3.71062E-05	0.001718052
0.055055738	0.000405013	3.3988E-05	0.001783282
0.057041276	0.000480217	3.5596E-05	0.00184694
0.059026805	0.000841693	4.5381E-05	0.001912169
0.061012325	0.001974852	6.73811E-05	0.001975827
0.062997837	0.016296226	0.000187474	0.002041055
0.064983339	0.156253939	0.000561089	0.002106284
0.066968832	0.050337397	0.000308691	0.002169941
0.069134813	0.003737225	8.19835E-05	0.002237528
0.071120284	0.001529634	5.10161E-05	0.002301184
0.073105746	0.000789317	3.54772E-05	0.002366411
0.075091196	0.000521288	2.8106E-05	0.002431637
0.077076635	0.000411192	2.42719E-05	0.002495292
0.079062063	0.00035284	2.18822E-05	0.002560518
0.08104748	0.000309025	2.00311E-05	0.002624172
0.083032884	0.000332756	2.02885E-05	0.002689397
0.085018276	0.000295709	1.87023E-05	0.002754622
0.087003656	0.000332934	1.93842E-05	0.002818275
0.088989023	0.000434816	2.16597E-05	0.002883499
0.090974376	0.00069251	2.67141E-05	0.002947152
0.092959717	0.002880865	5.34135E-05	0.003012375
0.095125527	0.025889591	0.000156257	0.003079956
0.097110838	0.035329147	0.000178128	0.003143607
0.099096135	0.012782681	0.000105308	0.003208828
0.101081417	0.00175024	3.82755E-05	0.003272479
0.103066685	0.000370075	1.72361E-05	0.003337699
0.105051937	0.000124619	9.791E-06	0.003402919
0.107037174	8.53913E-05	7.96278E-06	0.003466568
0.109022395	6.98294E-05	7.05384E-06	0.003531787
0.111007599	7.43934E-05	7.15851E-06	0.003595434
0.112992788	6.6181E-05	6.65144E-06	0.003660652
0.11497796	6.56757E-05	6.50286E-06	0.00372587
0.116963115	8.28971E-05	7.18809E-06	0.003789516
0.119128719	9.44869E-05	7.54087E-06	0.003857091
0.121113837	0.000129112	8.6654E-06	0.003920736
0.123098938	0.000556918	1.77269E-05	0.003985951
0.12508402	0.003953402	4.63696E-05	0.004051165
0.127069084	0.009245121	6.98466E-05	0.004114808
0.12905413	0.009450004	6.94422E-05	0.004180022
0.131039156	0.004779095	4.87434E-05	0.004243663
0.133024163	0.00161368	2.78594E-05	0.004308875
0.13500915	0.000252429	1.08729E-05	0.004374087
0.136994118	8.79455E-05	6.31412E-06	0.004437727
0.138979065	5.33322E-05	4.84838E-06	0.004502937
0.140963992	3.8949E-05	4.08297E-06	0.004566576
0.143129343	3.59253E-05	3.87393E-06	0.004634142
0.145114226	3.22893E-05	3.61005E-06	0.00469935
0.147099088	2.64444E-05	3.2307E-06	0.004762987
0.149083928	2.61159E-05	3.16702E-06	0.004828193
0.151068745	2.7191E-05	3.18247E-06	0.004891829
0.153053541	3.08819E-05	3.34961E-06	0.004957034
0.155038314	5.17436E-05	4.28233E-06	0.005022238
0.157023064	9.95359E-05	5.87542E-06	0.005085871
0.159007792	0.000144926	7.01347E-06	0.005151074
0.160992495	0.000141585	6.83581E-06	0.005214706
0.162977175	8.64242E-05	5.2792E-06	0.005279907
0.164961831	5.08835E-05	3.99779E-06	0.005345108
0.167126882	3.17606E-05	3.12946E-06	0.005411094
0.169111487	2.00964E-05	2.45517E-06	0.005476293
0.171096067	2.02729E-05	2.44057E-06	0.00553992
0.173080621	2.18374E-05	2.50492E-06	0.005605118
0.17506515	1.59878E-05	2.11763E-06	0.005670314
0.177049654	2.05482E-05	2.3727E-06	0.005733939
0.179034131	1.60628E-05	2.0737E-06	0.005799134
0.181018581	2.43347E-05	2.52339E-06	0.005862757
0.183003006	2.89176E-05	2.72034E-06	0.00592795
0.184987403	7.26536E-05	4.26637E-06	0.005993143
0.186971772	0.000227683	7.47809E-06	0.006056763
0.188956115	0.000430481	1.01748E-05	0.006121954
0.19112082	0.000574482	1.1642E-05	0.006187929
0.193105103	0.000545784	1.12467E-05	0.006253117
0.195089358	0.00039449	9.45989E-06	0.006318305
0.197073585	0.000233601	7.21597E-06	0.006381921
0.199057782	0.000133748	5.40203E-06	0.006447107
