0.0092512 	 0.856286 	 3.35847e-05 
0.0106745 	 0.900868 	 3.44479e-05 
0.0120977 	 0.934722 	 3.50892e-05 
0.013521 	 0.961961 	 3.55968e-05 
0.0149442 	 0.981397 	 3.59546e-05 
0.0163675 	 0.999001 	 3.62757e-05 
0.0177908 	 1.01448 	 3.65556e-05 
0.019214 	 1.02663 	 3.67739e-05 
0.0206373 	 1.03617 	 3.69443e-05 
0.0220605 	 1.04052 	 3.70219e-05 
0.0234838 	 1.03343 	 3.68955e-05 
0.024907 	 0.990869 	 3.61277e-05 
0.0263303 	 0.942674 	 3.52381e-05 
0.0277535 	 0.95372 	 3.5444e-05 
0.0291768 	 0.965156 	 3.56559e-05 
0.0306 	 0.866227 	 3.37791e-05 
0.0320233 	 0.512494 	 2.59823e-05 
0.0334465 	 0.181603 	 1.54666e-05 
0.0348698 	 0.0581447 	 8.7516e-06 
0.036293 	 0.0254778 	 5.79313e-06 
0.0377163 	 0.0242818 	 5.65552e-06 
0.0391395 	 0.0313151 	 6.42257e-06 
0.0405628 	 0.0370281 	 6.9839e-06 
0.041986 	 0.0381298 	 7.08704e-06 
0.0434093 	 0.0344452 	 6.73592e-06 
0.0448325 	 0.0277077 	 6.04133e-06 
0.0462557 	 0.0196308 	 5.08513e-06 
0.047679 	 0.0120197 	 3.97905e-06 
0.0491022 	 0.00625956 	 2.87147e-06 
0.0505254 	 0.00256452 	 1.83796e-06 
0.0519487 	 0.0011062 	 1.20712e-06 
0.0533719 	 0.00135183 	 1.33442e-06 
0.0547951 	 0.00258564 	 1.84551e-06 
0.0562184 	 0.00411475 	 2.32811e-06 
0.0576416 	 0.00537228 	 2.66018e-06 
0.0590648 	 0.00598855 	 2.80862e-06 
0.060488 	 0.00587675 	 2.78228e-06 
0.0619113 	 0.00513416 	 2.60056e-06 
0.0633345 	 0.00397911 	 2.28942e-06 
0.0647577 	 0.00270208 	 1.88661e-06 
0.0661809 	 0.00157087 	 1.43848e-06 
0.0676041 	 0.000754902 	 9.9719e-07 
0.0690273 	 0.000325448 	 6.54746e-07 
0.0704506 	 0.000267601 	 5.93713e-07 
0.0718738 	 0.000485125 	 7.99391e-07 
0.073297 	 0.000853926 	 1.06058e-06 
0.0747202 	 0.00123375 	 1.27481e-06 
0.0761434 	 0.00152338 	 1.41656e-06 
0.0775666 	 0.00164113 	 1.47029e-06 
0.0789898 	 0.00157954 	 1.44244e-06 
0.080413 	 0.00136227 	 1.33957e-06 
0.0818361 	 0.001046 	 1.17381e-06 
0.0832593 	 0.000708383 	 9.65976e-07 
0.0846825 	 0.000412026 	 7.36707e-07 
0.0861057 	 0.000204404 	 5.18892e-07 
0.0875289 	 0.000108149 	 3.77437e-07 
0.0889521 	 0.000120393 	 3.98229e-07 
